customer_id,age,gender,annual_income,spending_score,membership_years,online_purchases,discount_usage,churn,gender_encoded,income_per_purchase,spending_to_income_ratio,engagement_score,discount_sensitivity,age_group
80,53,Female,105371,78,1.9,94,0.8,True,0,1109.1684210526316,0.740241622457792,178.6,62.400000000000006,Gen X
81,31,Male,49033,64,7.1,48,0.44,True,1,1000.6734693877551,1.3052434075010708,340.79999999999995,28.16,Millennials
82,48,Male,44000,40,9.5,191,0.49,True,1,229.16666666666666,0.9090909090909091,1814.5,19.6,Gen X
83,65,Male,131032,59,7.0,12,0.85,False,1,10079.384615384615,0.4502716893583247,84.0,50.15,Seniors
84,32,Male,95868,55,3.7,156,0.71,True,1,610.624203821656,0.5737055117453165,577.2,39.05,Millennials
85,25,Female,62604,62,5.3,172,0.49,False,0,361.8728323699422,0.9903520541818415,911.6,30.38,Gen Z
86,31,Male,88336,4,6.6,171,0.26,True,1,513.5813953488372,0.045281651874660385,1128.6,1.04,Millennials
87,40,Male,115074,60,5.4,145,0.88,False,1,788.1780821917808,0.5214036185411127,783.0,52.8,Millennials
88,57,Female,115655,75,1.6,40,0.58,False,0,2820.8536585365855,0.6484803942760797,64.0,43.5,Gen X
89,38,Female,93869,95,3.5,177,0.22,False,0,527.3539325842696,1.0120487061756278,619.5,20.9,Millennials
90,33,Female,25410,96,8.1,85,0.27,False,0,295.4651162790698,3.7780401416765055,688.5,25.92,Millennials
91,62,Male,103375,91,8.7,57,0.8,False,1,1782.3275862068965,0.8802902055622733,495.9,72.8,Seniors
92,35,Female,76044,30,1.8,87,0.04,True,0,864.1363636363636,0.3945084424806691,156.6,1.2,Millennials
93,64,Female,83315,2,9.5,84,0.99,False,0,980.1764705882352,0.02400528116185561,798.0,1.98,Seniors
94,41,Male,116055,62,3.6,192,0.13,True,1,601.3212435233161,0.5342294601697472,691.2,8.06,Gen X
95,43,Female,91344,49,6.8,185,0.8,False,0,491.0967741935484,0.5364337011735856,1258.0,39.2,Gen X
96,42,Female,26796,9,7.6,121,0.39,False,0,219.63934426229508,0.33587102552619796,919.5999999999999,3.5100000000000002,Gen X
97,62,Female,106716,92,8.2,74,0.49,False,0,1422.88,0.8621012781588515,606.8,45.08,Seniors
98,58,Female,74245,31,9.5,107,0.88,False,0,687.4537037037037,0.4175365344467641,1016.5,27.28,Gen X
99,46,Male,63056,98,3.5,124,0.41,True,1,504.448,1.5541740674955595,434.0,40.18,Gen X
100,32,Female,37709,61,8.7,198,0.54,False,0,189.4924623115578,1.6176509586570844,1722.6,32.940000000000005,Millennials
101,62,Female,139664,79,1.8,100,0.05,False,0,1382.8118811881188,0.5656432581051667,180.0,3.95,Seniors
102,18,Male,78557,48,7.2,43,0.0,False,1,1785.3863636363637,0.6110212966381099,309.6,0.0,Gen Z
103,42,Female,37543,25,7.5,119,0.24,True,0,312.85833333333335,0.6659030977812109,892.5,6.0,Gen X
104,24,Male,57418,36,6.9,23,0.68,False,1,2392.4166666666665,0.6269810860705702,158.70000000000002,24.48,Gen Z
105,26,Female,114611,8,2.9,155,0.12,False,0,734.6858974358975,0.06980132797026463,449.5,0.96,Millennials
106,41,Male,123291,73,8.8,186,0.11,False,1,659.3101604278074,0.5920951245427485,1636.8000000000002,8.03,Gen X
107,18,Male,133504,58,2.1,37,0.41,False,1,3513.2631578947367,0.4344439117929051,77.7,23.779999999999998,Gen Z
108,61,Male,123001,45,1.0,134,0.65,False,1,911.1185185185185,0.36585068414077937,134.0,29.25,Seniors
109,25,Male,116038,62,7.3,65,0.71,True,1,1758.1515151515152,0.5343077267791585,474.5,44.019999999999996,Gen Z
110,41,Female,36724,39,5.0,134,0.18,False,0,272.02962962962965,1.0619758196274915,670.0,7.02,Gen X
111,28,Male,23828,96,8.6,178,0.08,False,1,133.11731843575419,4.028873594090985,1530.8,7.68,Millennials
112,68,Female,136656,58,4.1,22,0.94,False,0,5941.565217391304,0.4244233696288491,90.19999999999999,54.519999999999996,Seniors
113,34,Male,37087,81,2.1,105,0.26,False,1,349.87735849056605,2.1840537115431284,220.5,21.060000000000002,Millennials
114,25,Male,32605,99,8.4,88,0.85,False,1,366.34831460674155,3.0363441190001534,739.2,84.14999999999999,Gen Z
115,52,Male,51337,83,5.7,153,0.86,True,1,333.35714285714283,1.6167676334807255,872.1,71.38,Gen X
116,52,Female,25482,64,2.3,125,0.77,True,0,202.23809523809524,2.5115767993093163,287.5,49.28,Gen X
117,50,Male,85333,44,7.3,79,0.17,True,1,1066.6625,0.5156270141680241,576.6999999999999,7.48,Gen X
118,22,Female,112541,29,5.4,90,0.82,True,0,1236.7142857142858,0.2576838663242729,486.00000000000006,23.779999999999998,Gen Z
119,59,Female,108296,59,6.2,51,0.77,False,0,2082.6153846153848,0.5448031321563124,316.2,45.43,Gen X
120,56,Female,70952,71,4.9,176,0.6,False,0,400.8587570621469,1.0006765136994025,862.4000000000001,42.6,Gen X
121,58,Female,25463,92,8.4,102,0.34,False,0,247.2135922330097,3.6130856536935947,856.8000000000001,31.28,Gen X
122,45,Female,132164,9,8.4,198,0.26,False,0,664.1407035175879,0.06809721255409945,1663.2,2.34,Gen X
123,24,Female,90448,92,7.2,106,0.12,False,0,845.3084112149533,1.0171590306032194,763.2,11.04,Gen Z
124,26,Female,24648,6,1.5,193,0.51,False,0,127.05154639175258,0.24342745861733203,289.5,3.06,Millennials
125,25,Female,53623,29,8.5,60,0.59,False,0,879.0655737704918,0.5408127109635791,510.0,17.11,Gen Z
126,29,Female,79156,58,6.9,46,0.36,True,0,1684.1702127659576,0.7327303047147405,317.40000000000003,20.88,Millennials
127,51,Male,55634,17,7.1,36,0.48,True,1,1503.6216216216217,0.3055685372254377,255.6,8.16,Gen X
128,50,Male,64602,16,3.9,186,0.36,True,1,345.4652406417112,0.24767035076313426,725.4,5.76,Gen X
129,65,Male,134598,87,8.9,166,0.64,False,1,805.9760479041917,0.6463691882494539,1477.4,55.68,Seniors
130,40,Male,69334,95,7.4,11,0.9,False,1,5777.833333333333,1.370179132892953,81.4,85.5,Millennials
131,41,Male,88648,3,1.6,12,0.16,False,1,6819.076923076923,0.03384171103691003,19.200000000000003,0.48,Gen X
132,54,Female,42054,21,4.4,170,0.38,False,0,245.9298245614035,0.4993579683264374,748.0000000000001,7.98,Gen X
133,52,Female,90028,64,8.9,39,0.14,False,0,2250.7,0.7108899453503355,347.1,8.96,Gen X
134,61,Female,42207,90,0.9,199,0.62,False,0,211.035,2.132347714834032,179.1,55.8,Seniors
135,57,Female,100650,36,9.6,139,0.73,False,0,718.9285714285714,0.35767511177347244,1334.3999999999999,26.28,Gen X
136,39,Female,119821,86,7.0,36,0.93,False,0,3238.4054054054054,0.7177372914597608,252.0,79.98,Millennials
137,44,Female,101554,62,6.5,52,0.28,False,0,1916.1132075471698,0.6105126336727258,338.0,17.360000000000003,Gen X
138,52,Female,41386,42,3.1,31,0.95,False,0,1293.3125,1.014835934857198,96.10000000000001,39.9,Gen X
139,18,Male,103276,76,2.9,33,0.06,False,1,3037.529411764706,0.7358921724311553,95.7,4.56,Gen Z
140,52,Male,79518,42,9.4,141,0.6,False,1,559.9859154929577,0.5281822983475439,1325.4,25.2,Gen X
141,54,Male,72781,61,3.3,146,0.06,False,1,495.10884353741494,0.8381308308487105,481.79999999999995,3.6599999999999997,Gen X
142,64,Male,72780,13,7.9,169,0.89,False,1,428.11764705882354,0.17862050013740038,1335.1000000000001,11.57,Seniors
143,31,Female,81440,11,4.2,58,0.53,False,0,1380.3389830508474,0.13506876227897838,243.60000000000002,5.83,Millennials
144,20,Female,64199,54,1.8,184,0.67,True,0,347.02162162162165,0.8411345971121046,331.2,36.18,Gen Z
145,18,Female,81035,16,0.6,152,0.83,True,0,529.6405228758169,0.19744554821990498,91.2,13.28,Gen Z
146,22,Male,28210,8,5.7,128,0.15,False,1,218.68217054263565,0.28358738036157394,729.6,1.2,Gen Z
147,43,Female,64363,59,9.8,31,0.04,False,0,2011.34375,0.9166757298447866,303.8,2.36,Gen X
148,31,Female,131175,57,4.0,55,0.88,False,0,2342.410714285714,0.43453401943967984,220.0,50.160000000000004,Millennials
149,56,Female,98279,40,3.9,10,0.31,False,0,8934.454545454546,0.407004548275827,39.0,12.4,Gen X
150,44,Male,80348,59,3.8,188,0.13,False,1,425.1216931216931,0.734305769900931,714.4,7.67,Gen X
151,26,Female,75284,2,5.4,130,0.47,False,0,574.6870229007634,0.026566069815631477,702.0,0.94,Millennials
152,32,Male,127628,94,4.7,15,0.6,False,1,7976.75,0.7365154981665465,70.5,56.4,Millennials
153,32,Male,129835,94,8.9,3,0.03,False,1,32458.75,0.7239958408749567,26.700000000000003,2.82,Millennials
154,43,Male,92124,76,5.3,43,0.27,True,1,2093.7272727272725,0.8249750336502975,227.9,20.520000000000003,Gen X
155,59,Male,88847,10,5.3,159,0.03,False,1,555.29375,0.11255304062039236,842.6999999999999,0.3,Gen X
156,30,Female,42432,44,1.8,198,0.42,True,0,213.22613065326632,1.0369532428355959,356.40000000000003,18.48,Millennials
157,68,Male,146252,11,9.8,67,0.9,False,1,2150.764705882353,0.075212646664661,656.6,9.9,Seniors
158,49,Male,84089,79,2.9,56,0.98,False,1,1475.2456140350878,0.9394807882124891,162.4,77.42,Gen X
159,56,Female,75398,80,1.2,63,0.64,True,0,1178.09375,1.061036101753362,75.6,51.2,Gen X
160,66,Female,119291,81,6.8,15,0.16,True,0,7455.6875,0.6790118282183903,102.0,12.96,Seniors
161,69,Male,23321,90,6.2,109,0.91,False,1,212.0090909090909,3.859182710861455,675.8000000000001,81.9,Seniors
162,49,Female,101348,2,4.4,116,0.52,False,0,866.2222222222222,0.01973398587046612,510.40000000000003,1.04,Gen X
163,21,Male,57383,50,4.5,92,0.15,False,1,617.0215053763441,0.8713382012094174,414.0,7.5,Gen Z
164,47,Male,133816,12,8.0,138,0.92,False,1,962.705035971223,0.08967537514198601,1104.0,11.040000000000001,Gen X
165,54,Male,98682,90,2.4,166,0.76,True,1,590.9101796407185,0.9120204292576154,398.4,68.4,Gen X
166,40,Male,143053,23,8.3,47,0.73,True,1,2980.2708333333335,0.160779571207874,390.1,16.79,Millennials
167,56,Female,99190,18,6.7,57,0.71,False,0,1710.1724137931035,0.18146990624054843,381.90000000000003,12.78,Gen X
168,62,Male,72893,62,4.5,50,0.2,False,1,1429.2745098039215,0.8505617823384961,225.0,12.4,Seniors
169,32,Female,55820,96,4.9,71,0.21,False,0,775.2777777777778,1.719813686850591,347.90000000000003,20.16,Millennials
170,60,Female,141262,62,2.9,143,0.69,False,0,980.9861111111111,0.43890076595262706,414.7,42.779999999999994,Gen X
171,46,Female,86262,38,7.6,146,0.22,True,0,586.8163265306123,0.44051842062553614,1109.6,8.36,Gen X
172,53,Female,23760,67,5.4,82,0.44,True,0,286.26506024096386,2.81986531986532,442.8,29.48,Gen X
173,30,Male,42190,38,3.5,116,0.78,False,1,360.5982905982906,0.9006873666745674,406.0,29.64,Millennials
174,49,Female,87411,67,6.2,105,0.78,False,0,824.6320754716982,0.7664939195295787,651.0,52.260000000000005,Gen X
175,24,Male,43377,94,10.0,88,0.45,False,1,487.3820224719101,2.1670470525854717,880.0,42.300000000000004,Gen Z
176,68,Female,66737,61,4.6,2,0.79,False,0,22245.666666666668,0.9140356923445765,9.2,48.190000000000005,Seniors
177,39,Female,89569,1,9.2,104,0.84,True,0,853.0380952380953,0.011164577029999219,956.8,0.84,Millennials
178,45,Male,58211,94,3.8,84,0.65,False,1,684.8352941176471,1.6148150693167957,319.2,61.1,Gen X
179,19,Male,102909,45,1.0,43,0.23,False,1,2338.840909090909,0.43727953823280763,43.0,10.35,Gen Z
180,59,Male,23744,96,2.4,154,0.27,False,1,153.18709677419355,4.0431266846361185,369.59999999999997,25.92,Gen X
181,62,Female,145566,28,4.5,71,0.31,True,0,2021.75,0.192352609812731,319.5,8.68,Seniors
182,23,Female,44995,21,2.6,166,0.12,False,0,269.4311377245509,0.4667185242804756,431.6,2.52,Gen Z
183,45,Male,36977,13,0.5,94,0.27,True,1,389.2315789473684,0.35156989479946993,47.0,3.5100000000000002,Gen X
184,45,Male,149508,27,9.2,42,0.21,True,1,3476.9302325581393,0.1805923428846617,386.4,5.67,Gen X
185,61,Male,117938,7,8.5,133,0.46,True,1,880.1343283582089,0.05935321948820567,1130.5,3.22,Seniors
186,61,Male,54542,22,7.6,139,0.91,False,1,389.5857142857143,0.40335887939569504,1056.3999999999999,20.02,Seniors
187,37,Female,30651,74,2.1,65,0.1,False,0,464.40909090909093,2.4142768588300543,136.5,7.4,Millennials
188,47,Male,119239,53,1.6,34,0.72,False,1,3406.8285714285716,0.4444854451982992,54.400000000000006,38.16,Gen X
189,28,Male,98931,79,1.1,120,0.69,False,1,817.6115702479339,0.7985363536201999,132.0,54.51,Millennials
190,45,Male,115344,79,7.4,1,0.1,False,1,57672.0,0.6849077541961437,7.4,7.9,Gen X
191,42,Male,122112,4,9.3,130,0.92,False,1,932.1526717557252,0.03275681341719078,1209.0,3.68,Gen X
192,56,Female,36715,96,4.6,148,0.57,False,0,246.40939597315437,2.614735121884788,680.8,54.72,Gen X
193,50,Male,64409,23,1.6,61,0.36,True,1,1038.8548387096773,0.35709295284820447,97.60000000000001,8.28,Gen X
194,18,Female,44306,70,5.4,149,0.76,False,0,295.37333333333333,1.5799214553333634,804.6,53.2,Gen Z
195,44,Male,39086,88,3.8,88,0.26,False,1,439.1685393258427,2.25144553036893,334.4,22.880000000000003,Gen X
196,69,Male,34376,84,4.1,68,0.69,True,1,498.2028985507246,2.443565278101001,278.79999999999995,57.959999999999994,Seniors
197,30,Female,81350,84,6.4,127,0.04,True,0,635.546875,1.0325752919483713,812.8000000000001,3.36,Millennials
198,58,Male,91425,76,7.3,140,0.84,True,1,648.4042553191489,0.8312824719715614,1022.0,63.839999999999996,Gen X
199,20,Female,123358,33,1.6,22,0.45,True,0,5363.391304347826,0.26751406475461664,35.2,14.85,Gen Z
200,56,Female,56636,28,0.8,148,0.64,True,0,380.10738255033556,0.49438519669468184,118.4,17.92,Gen X
201,23,Male,106120,8,9.9,82,0.22,False,1,1278.55421686747,0.07538635506973237,811.8000000000001,1.76,Gen Z
202,25,Female,134889,1,2.7,129,0.68,False,0,1037.6076923076923,0.0074135029542809275,348.3,0.68,Gen Z
203,44,Female,71649,37,1.0,30,0.77,False,0,2311.2580645161293,0.5164063699423579,30.0,28.490000000000002,Gen X
204,26,Female,54610,63,2.3,126,0.47,False,0,430.0,1.1536348654092656,289.79999999999995,29.61,Millennials
205,54,Female,30058,22,0.9,97,0.62,False,0,306.7142857142857,0.73191829130348,87.3,13.64,Gen X
206,50,Female,144876,70,4.2,24,0.46,False,0,5795.04,0.4831718158977332,100.80000000000001,32.2,Gen X
207,68,Female,148265,21,8.1,14,0.89,False,0,9884.333333333334,0.141638282804438,113.39999999999999,18.69,Seniors
208,59,Female,94637,96,3.7,36,0.5,False,0,2557.7567567567567,1.0144024007523484,133.20000000000002,48.0,Gen X
209,61,Female,98033,35,4.7,197,0.84,False,0,495.1161616161616,0.3570226352350739,925.9000000000001,29.4,Seniors
210,41,Male,90194,79,6.9,24,0.8,True,1,3607.76,0.8758897487637759,165.60000000000002,63.2,Gen X
211,32,Male,96917,5,5.3,188,0.41,False,1,512.7883597883598,0.05159053623203359,996.4,2.05,Millennials
212,49,Female,84200,60,8.7,95,0.23,True,0,877.0833333333334,0.7125890736342043,826.4999999999999,13.8,Gen X
213,49,Male,125848,46,8.7,55,0.41,False,1,2247.285714285714,0.3655203102154981,478.49999999999994,18.86,Gen X
214,41,Female,126022,50,0.6,24,0.83,True,0,5040.88,0.39675612194696164,14.399999999999999,41.5,Gen X
215,58,Female,66619,48,7.9,152,0.23,True,0,435.41830065359477,0.7205151683453669,1200.8,11.040000000000001,Gen X
216,69,Male,37154,6,4.9,182,0.52,False,1,203.02732240437157,0.1614900145341013,891.8000000000001,3.12,Seniors
217,66,Female,39539,89,9.9,26,0.81,False,0,1464.4074074074074,2.2509421077923064,257.40000000000003,72.09,Seniors
218,66,Female,145381,56,5.1,194,0.35,False,0,745.5435897435898,0.3851947641025994,989.4,19.599999999999998,Seniors
219,69,Female,80058,59,9.9,80,0.64,True,0,988.3703703703703,0.736965699867596,792.0,37.76,Seniors
220,29,Female,82068,29,7.7,166,0.25,True,0,491.4251497005988,0.35336550177901255,1278.2,7.25,Millennials
221,56,Male,97313,71,2.9,65,0.11,True,1,1474.439393939394,0.7296044721671308,188.5,7.81,Gen X
222,19,Female,119932,77,5.6,75,0.79,False,0,1578.0526315789473,0.6420304839408999,420.0,60.830000000000005,Gen Z
223,20,Female,50373,18,9.9,179,0.1,False,0,279.85,0.35733428622476326,1772.1000000000001,1.8,Gen Z
224,66,Female,53154,2,8.6,163,0.27,True,0,324.109756097561,0.03762651917071152,1401.8,0.54,Seniors
225,54,Male,26031,8,1.4,43,0.86,False,1,591.6136363636364,0.3073258806807268,60.199999999999996,6.88,Gen X
226,66,Female,113533,75,7.2,29,0.35,False,0,3784.4333333333334,0.6606008825627792,208.8,26.25,Seniors
227,34,Male,91975,97,3.8,165,0.97,False,1,554.066265060241,1.054634411524871,627.0,94.09,Millennials
228,66,Male,42785,54,0.6,81,0.98,True,1,521.7682926829268,1.2621245763702231,48.6,52.92,Seniors
229,19,Female,98928,38,4.3,186,0.27,False,0,529.0267379679144,0.3841177421963448,799.8,10.260000000000002,Gen Z
230,19,Female,138696,48,2.7,54,0.04,False,0,2521.7454545454543,0.3460806367883717,145.8,1.92,Gen Z
231,45,Male,48669,27,8.3,39,0.71,False,1,1216.725,0.5547679220859274,323.70000000000005,19.169999999999998,Gen X
232,40,Female,114475,20,3.7,42,0.45,True,0,2662.2093023255816,0.17471063550993668,155.4,9.0,Millennials
233,54,Male,137154,12,8.4,156,0.1,False,1,873.5923566878981,0.0874928912025898,1310.4,1.2000000000000002,Gen X
234,49,Male,22282,43,0.5,29,0.71,False,1,742.7333333333333,1.929808814289561,14.5,30.529999999999998,Gen X
235,50,Female,54624,61,3.4,171,0.03,False,0,317.5813953488372,1.1167252489748096,581.4,1.8299999999999998,Gen X
236,18,Female,68438,31,2.8,131,0.87,True,0,518.469696969697,0.4529647271983401,366.79999999999995,26.97,Gen Z
237,36,Male,109900,91,2.7,138,0.14,True,1,790.6474820143885,0.8280254777070064,372.6,12.740000000000002,Millennials
238,19,Male,87534,96,1.1,187,0.13,True,1,465.6063829787234,1.0967167043663033,205.70000000000002,12.48,Gen Z
